5764,1,0,,,,
8720,1,0,,,,
4223,0,1,,,,
5184,1,0,,,,
1072,0,0,,,,
734,0,0,,,,
3623,1,1,,,,
7386,1,0,,,,
586,0,0,,,,
4324,1,0,,,,
1638,0,0,,,,
1525,0,1,,,,
6073,1,1,,,,
3221,0,1,,,,
9377,1,1,,,,
2506,0,0,,,,
9684,1,0,,,,
6691,0,1,,,,
5471,0,1,,,,
2642,0,0,,,,
6124,1,0,,,,
675,0,1,,,,
4903,1,1,,,,
3763,0,1,,,,
4182,1,0,,,,
5748,1,0,,,,
3397,0,1,,,,
8405,1,1,,,,
2321,0,1,,,,
7226,1,0,,,,
1323,0,1,,,,
6029,1,1,,,,
3312,0,0,,,,
901,0,1,,,,
1377,1,1,,,,
1974,1,0,,,,
1495,0,1,,,,
6580,1,0,,,,
3823,0,1,,,,
5592,1,0,,,,
6088,1,0,,,,
5413,0,1,,,,
